"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"04.08.2019 09:15 - 04.08.2019 09:30","13859","13654","","291","474","","1043","1579",""
"04.08.2019 09:30 - 04.08.2019 09:45","15136","14929","","288","469","","1065","1597",""
"04.08.2019 09:45 - 04.08.2019 10:00","16345","16126","","281","462","","1095","1619",""
"04.08.2019 10:00 - 04.08.2019 10:15","17438","17240","","284","456","","1118","1647",""
"04.08.2019 10:15 - 04.08.2019 10:30","18420","18246","","280","450","","1164","1700",""
"04.08.2019 10:30 - 04.08.2019 10:45","19297","19169","","278","438","","1210","1759",""
"04.08.2019 10:45 - 04.08.2019 11:00","20068","19935","","277","436","","1255","1809",""
"04.08.2019 11:00 - 04.08.2019 11:15","20741","20612","","278","423","","1298","1862",""
"04.08.2019 11:15 - 04.08.2019 11:30","21345","21194","","273","420","","1360","1900",""
"04.08.2019 11:30 - 04.08.2019 11:45","21863","21708","","274","414","","1414","1943",""
"04.08.2019 11:45 - 04.08.2019 12:00","22290","22096","","276","409","","1467","1983",""
"04.08.2019 12:00 - 04.08.2019 12:15","22625","22412","","276","406","","1521","2019",""
"04.08.2019 12:15 - 04.08.2019 12:30","22865","22626","","283","408","","1581","2053",""
"04.08.2019 12:30 - 04.08.2019 12:45","23081","22806","","289","404","","1640","2095",""
"04.08.2019 12:45 - 04.08.2019 13:00","23220","22935","","297","404","","1696","2133",""
"04.08.2019 13:00 - 04.08.2019 13:15","23287","23009","","302","404","","1751","2161",""
"04.08.2019 13:15 - 04.08.2019 13:30","23282","22979","","300","404","","1797","2188",""
"04.08.2019 13:30 - 04.08.2019 13:45","23220","22884","","303","404","","1840","2216",""
"04.08.2019 13:45 - 04.08.2019 14:00","23090","22726","","306","408","","1883","2237",""
"04.08.2019 14:00 - 04.08.2019 14:15","22896","22450","","306","417","","1932","2027",""
"04.08.2019 14:15 - 04.08.2019 14:30","22552","22157","","309","422","","1972","2050",""
"04.08.2019 14:30 - 04.08.2019 14:45","22147","21780","","308","427","","2015","2073",""
"04.08.2019 14:45 - 04.08.2019 15:00","21669","21324","","311","433","","2059","2097",""
"04.08.2019 15:00 - 04.08.2019 15:15","21124","20801","","315","435","","2101","2135",""
"04.08.2019 15:15 - 04.08.2019 15:30","20508","20215","","313","426","","2131","2166",""
"04.08.2019 15:30 - 04.08.2019 15:45","19835","19573","","315","421","","2156","2189",""
"04.08.2019 15:45 - 04.08.2019 16:00","19107","18903","","319","414","","2181","2213",""
"04.08.2019 16:00 - 04.08.2019 16:15","18301","18145","","320","404","","2202","2239",""
"04.08.2019 16:15 - 04.08.2019 16:30","17406","17272","","318","397","","2210","2241",""
"04.08.2019 16:30 - 04.08.2019 16:45","16417","16318","","313","387","","2221","2248",""
"04.08.2019 16:45 - 04.08.2019 17:00","15344","15273","","310","377","","2231","2255",""
"04.08.2019 17:00 - 04.08.2019 17:15","14197","14147","","309","370","","2231","2252",""
"04.08.2019 17:15 - 04.08.2019 17:30","12984","12953","","301","357","","2162","2185",""
"04.08.2019 17:30 - 04.08.2019 17:45","11706","11688","","294","336","","2091","2125",""
"04.08.2019 17:45 - 04.08.2019 18:00","10392","10382","","284","318","","2024","2065",""
"04.08.2019 18:00 - 04.08.2019 18:15","9053","9051","","279","302","","1950","2000",""
"04.08.2019 18:15 - 04.08.2019 18:30","7715","7717","","265","293","","1889","1932",""
"04.08.2019 18:30 - 04.08.2019 18:45","6378","6383","","251","284","","1824","1862",""
"04.08.2019 18:45 - 04.08.2019 19:00","5126","5133","","235","268","","1758","1796",""
"04.08.2019 19:00 - 04.08.2019 19:15","3987","3988","","226","251","","1687","1731",""
"04.08.2019 19:15 - 04.08.2019 19:30","2985","2978","","216","237","","1620","1653",""
"04.08.2019 19:30 - 04.08.2019 19:45","2174","2161","","210","223","","1546","1578",""
"04.08.2019 19:45 - 04.08.2019 20:00","1524","1501","","203","207","","1472","1508",""
"04.08.2019 20:00 - 04.08.2019 20:15","950","917","","196","193","","1404","1441",""
"04.08.2019 20:15 - 04.08.2019 20:30","535","505","","188","182","","1367","1417",""
"04.08.2019 20:30 - 04.08.2019 20:45","255","232","","182","176","","1330","1381",""
"04.08.2019 20:45 - 04.08.2019 21:00","80","63","","176","171","","1297","1343",""
"04.08.2019 21:00 - 04.08.2019 21:15","8","7","","168","163","","1268","1317",""
"04.08.2019 21:15 - 04.08.2019 21:30","0","0","","168","163","","1260","1343",""
"04.08.2019 21:30 - 04.08.2019 21:45","0","0","","164","163","","1258","1367",""
"04.08.2019 21:45 - 04.08.2019 22:00","0","0","","160","166","","1258","1385",""
"04.08.2019 22:00 - 04.08.2019 22:15","0","0","","164","173","","1245","1402",""
"04.08.2019 22:15 - 04.08.2019 22:30","0","0","","161","168","","1267","1455",""
"04.08.2019 22:30 - 04.08.2019 22:45","0","0","","155","166","","1296","1504",""
"04.08.2019 22:45 - 04.08.2019 23:00","0","0","","154","164","","1317","1550",""
"04.08.2019 23:00 - 04.08.2019 23:15","0","0","","152","163","","1344","1596",""
"04.08.2019 23:15 - 04.08.2019 23:30","0","0","","147","172","","1367","1646",""
"04.08.2019 23:30 - 04.08.2019 23:45","0","0","","145","182","","1396","1693",""
"04.08.2019 23:45 - 05.08.2019 00:00","0","0","","144","189","","1423","1750",""
"05.08.2019 00:00 - 05.08.2019 00:15","0","0","","218","182","","1878","2052",""
"05.08.2019 00:15 - 05.08.2019 00:30","0","0","","227","192","","1960","2143",""
"05.08.2019 00:30 - 05.08.2019 00:45","0","0","","239","209","","2045","2214",""
"05.08.2019 00:45 - 05.08.2019 01:00","0","0","","255","242","","2115","2275",""
"05.08.2019 01:00 - 05.08.2019 01:15","0","0","","265","262","","2180","2448",""
"05.08.2019 01:15 - 05.08.2019 01:30","0","0","","283","283","","2249","2585",""
"05.08.2019 01:30 - 05.08.2019 01:45","0","0","","299","292","","2324","2700",""
"05.08.2019 01:45 - 05.08.2019 02:00","0","0","","317","291","","2394","2845",""
"05.08.2019 02:00 - 05.08.2019 02:15","0","0","","334","292","","2473","2950",""
"05.08.2019 02:15 - 05.08.2019 02:30","0","0","","347","290","","2486","2976",""
"05.08.2019 02:30 - 05.08.2019 02:45","0","0","","365","281","","2494","3078",""
"05.08.2019 02:45 - 05.08.2019 03:00","0","0","","382","304","","2533","3127",""
"05.08.2019 03:00 - 05.08.2019 03:15","0","0","","396","327","","2510","3206",""
"05.08.2019 03:15 - 05.08.2019 03:30","0","0","","414","349","","2543","3237",""
"05.08.2019 03:30 - 05.08.2019 03:45","0","0","","428","361","","2583","3366",""
"05.08.2019 03:45 - 05.08.2019 04:00","0","0","","446","382","","2624","3455",""
"05.08.2019 04:00 - 05.08.2019 04:15","0","0","","466","408","","2667","3496",""
"05.08.2019 04:15 - 05.08.2019 04:30","0","0","","475","421","","2732","3504",""
"05.08.2019 04:30 - 05.08.2019 04:45","0","0","","485","407","","2799","3571",""
"05.08.2019 04:45 - 05.08.2019 05:00","0","0","","492","411","","2882","3711",""
"05.08.2019 05:00 - 05.08.2019 05:15","0","0","","504","433","","2960","3772",""
"05.08.2019 05:15 - 05.08.2019 05:30","0","0","","501","452","","2986","3774",""
"05.08.2019 05:30 - 05.08.2019 05:45","9","2","","501","431","","3010","3811",""
"05.08.2019 05:45 - 05.08.2019 06:00","59","63","","499","468","","3023","3715",""
"05.08.2019 06:00 - 05.08.2019 06:15","179","240","","489","493","","3047","3624",""
"05.08.2019 06:15 - 05.08.2019 06:30","383","468","","484","516","","3049","3489",""
"05.08.2019 06:30 - 05.08.2019 06:45","683","777","","480","499","","3053","3627",""
"05.08.2019 06:45 - 05.08.2019 07:00","1119","1212","","477","485","","3047","3718",""
"05.08.2019 07:00 - 05.08.2019 07:15","1632","1760","","388","384","","3053","3688",""
"05.08.2019 07:15 - 05.08.2019 07:30","2207","2343","","398","379","","3024","3593",""
"05.08.2019 07:30 - 05.08.2019 07:45","2851","3014","","403","362","","2999","3621",""
"05.08.2019 07:45 - 05.08.2019 08:00","3516","3820","","411","357","","2958","3535",""
"05.08.2019 08:00 - 05.08.2019 08:15","4219","4650","","419","360","","2906","3399",""
"05.08.2019 08:15 - 05.08.2019 08:30","4953","5507","","423","362","","2749","3167",""
"05.08.2019 08:30 - 05.08.2019 08:45","5708","6349","","428","364","","2588","2940",""
"05.08.2019 08:45 - 05.08.2019 09:00","6470","7161","","428","365","","2426","2718",""
"05.08.2019 09:00 - 05.08.2019 09:15","7242","7956","","433","370","","2230","2521",""
"05.08.2019 09:15 - 05.08.2019 09:30","8019","8761","","432","376","","2113","2405",""
"05.08.2019 09:30 - 05.08.2019 09:45","8769","9560","","427","382","","2005","2292",""
"05.08.2019 09:45 - 05.08.2019 10:00","9503","10348","","421","388","","1903","2182",""
"05.08.2019 10:00 - 05.08.2019 10:15","10216","11107","","422","392","","1810","2109",""
"05.08.2019 10:15 - 05.08.2019 10:30","10899","11843","","418","395","","1813","2130",""
"05.08.2019 10:30 - 05.08.2019 10:45","11546","12538","","413","397","","1814","2152",""
"05.08.2019 10:45 - 05.08.2019 11:00","12152","13172","","407","403","","1815","2172",""
"05.08.2019 11:00 - 05.08.2019 11:15","12706","13787","","404","404","","1826","2206",""
"05.08.2019 11:15 - 05.08.2019 11:30","13227","14280","","406","398","","1895","2317",""
"05.08.2019 11:30 - 05.08.2019 11:45","13676","14735","","405","393","","1970","2429",""
"05.08.2019 11:45 - 05.08.2019 12:00","14071","15149","","410","382","","2042","2549",""
"05.08.2019 12:00 - 05.08.2019 12:15","14435","15539","","411","376","","2128","2681",""
"05.08.2019 12:15 - 05.08.2019 12:30","14778","15898","","412","375","","2219","2845",""
"05.08.2019 12:30 - 05.08.2019 12:45","15033","16167","","417","371","","2307","3013",""
"05.08.2019 12:45 - 05.08.2019 13:00","15219","16334","","422","367","","2396","3182",""
"05.08.2019 13:00 - 05.08.2019 13:15","15369","16489","","423","368","","2494","3341",""
"05.08.2019 13:15 - 05.08.2019 13:30","15490","16590","","430","372","","2637","3515",""
"05.08.2019 13:30 - 05.08.2019 13:45","15538","16582","","439","373","","2785","3698",""
"05.08.2019 13:45 - 05.08.2019 14:00","15527","16498","","445","376","","2945","3883",""
"05.08.2019 14:00 - 05.08.2019 14:15","15459","16100","","460","482","","3109","3832",""
"05.08.2019 14:15 - 05.08.2019 14:30","15289","15887","","482","505","","3258","3968",""
"05.08.2019 14:30 - 05.08.2019 14:45","15060","15613","","504","531","","3404","4102",""
"05.08.2019 14:45 - 05.08.2019 15:00","14776","15293","","525","560","","3542","4230",""
"05.08.2019 15:00 - 05.08.2019 15:15","14432","14910","","545","588","","3671","4314",""
"05.08.2019 15:15 - 05.08.2019 15:30","14034","14473","","572","614","","3767","4470",""
"05.08.2019 15:30 - 05.08.2019 15:45","13592","13984","","593","642","","3876","4627",""
"05.08.2019 15:45 - 05.08.2019 16:00","13108","13450","","618","667","","3981","4791",""
"05.08.2019 16:00 - 05.08.2019 16:15","12595","12868","","646","695","","4074","4953",""
"05.08.2019 16:15 - 05.08.2019 16:30","12042","12234","","670","732","","4229","5183",""
"05.08.2019 16:30 - 05.08.2019 16:45","11431","11556","","702","770","","4375","5428",""
"05.08.2019 16:45 - 05.08.2019 17:00","10763","10828","","730","802","","4513","5658",""
"05.08.2019 17:00 - 05.08.2019 17:15","10042","10059","","758","858","","4647","5856",""
"05.08.2019 17:15 - 05.08.2019 17:30","9272","9264","","782","921","","4678","5915",""
"05.08.2019 17:30 - 05.08.2019 17:45","8445","8408","","807","985","","4705","5971",""
"05.08.2019 17:45 - 05.08.2019 18:00","7596","7539","","828","1051","","4719","5990",""
"05.08.2019 18:00 - 05.08.2019 18:15","6733","6659","","857","1097","","4706","6002",""
"05.08.2019 18:15 - 05.08.2019 18:30","5872","5788","","890","1116","","4612","5918",""
"05.08.2019 18:30 - 05.08.2019 18:45","4982","4901","","924","1132","","4512","5829",""
"05.08.2019 18:45 - 05.08.2019 19:00","4127","4059","","956","1147","","4428","5768",""
"05.08.2019 19:00 - 05.08.2019 19:15","3305","3253","","983","1172","","4348","5680",""
"05.08.2019 19:15 - 05.08.2019 19:30","2541","2503","","990","1194","","4241","5548",""
"05.08.2019 19:30 - 05.08.2019 19:45","1865","1836","","997","1215","","4133","5417",""
"05.08.2019 19:45 - 05.08.2019 20:00","1275","1246","","1009","1239","","4038","5313",""
"05.08.2019 20:00 - 05.08.2019 20:15","761","746","","1015","1261","","3955","5207",""
"05.08.2019 20:15 - 05.08.2019 20:30","405","394","","997","1270","","3895","5069",""
"05.08.2019 20:30 - 05.08.2019 20:45","175","167","","978","1286","","3833","4930",""
"05.08.2019 20:45 - 05.08.2019 21:00","47","41","","956","1298","","3781","4803",""
"05.08.2019 21:00 - 05.08.2019 21:15","5","4","","955","1309","","3712","4729",""
"05.08.2019 21:15 - 05.08.2019 21:30","0","0","","978","1319","","3667","4728",""
"05.08.2019 21:30 - 05.08.2019 21:45","0","0","","999","1331","","3621","4723",""
"05.08.2019 21:45 - 05.08.2019 22:00","0","0","","1024","1342","","3577","4725",""
"05.08.2019 22:00 - 05.08.2019 22:15","0","0","","1041","1358","","3570","4736",""
"05.08.2019 22:15 - 05.08.2019 22:30","0","0","","1033","1388","","3616","4744",""
"05.08.2019 22:30 - 05.08.2019 22:45","0","0","","1029","1421","","3652","4747",""
"05.08.2019 22:45 - 05.08.2019 23:00","0","0","","1026","1451","","3680","4760",""
"05.08.2019 23:00 - 05.08.2019 23:15","0","0","","1034","1481","","3697","4780",""
"05.08.2019 23:15 - 05.08.2019 23:30","0","0","","1082","1507","","3754","4853",""
"05.08.2019 23:30 - 05.08.2019 23:45","0","0","","1132","1537","","3807","4911",""
"05.08.2019 23:45 - 06.08.2019 00:00","0","0","","1188","1560","","3850","4978",""
"06.08.2019 00:00 - 06.08.2019 00:15","0","0","","1597","1533","","5331","4645",""
"06.08.2019 00:15 - 06.08.2019 00:30","0","0","","1647","1574","","5448","4798",""
"06.08.2019 00:30 - 06.08.2019 00:45","0","0","","1697","1567","","5566","5037",""
"06.08.2019 00:45 - 06.08.2019 01:00","0","0","","1748","1599","","5687","5095",""
"06.08.2019 01:00 - 06.08.2019 01:15","0","0","","1791","1645","","5815","4935",""
"06.08.2019 01:15 - 06.08.2019 01:30","0","0","","1807","1661","","5962","4857",""
"06.08.2019 01:30 - 06.08.2019 01:45","0","0","","1814","1669","","6119","4899",""
"06.08.2019 01:45 - 06.08.2019 02:00","0","0","","1823","1666","","6280","5209",""
"06.08.2019 02:00 - 06.08.2019 02:15","0","0","","1825","1757","","6467","5295",""
"06.08.2019 02:15 - 06.08.2019 02:30","0","0","","1827","1784","","6515","5030",""
"06.08.2019 02:30 - 06.08.2019 02:45","0","0","","1828","1733","","6569","5124",""
"06.08.2019 02:45 - 06.08.2019 03:00","0","0","","1827","1652","","6628","5319",""
"06.08.2019 03:00 - 06.08.2019 03:15","0","0","","1815","1510","","6660","5309",""
"06.08.2019 03:15 - 06.08.2019 03:30","0","0","","1760","1449","","6721","5298",""
"06.08.2019 03:30 - 06.08.2019 03:45","0","0","","1705","1328","","6784","5279",""
"06.08.2019 03:45 - 06.08.2019 04:00","0","0","","1651","1253","","6851","5305",""
"06.08.2019 04:00 - 06.08.2019 04:15","0","0","","1604","1229","","6906","5465",""
"06.08.2019 04:15 - 06.08.2019 04:30","0","0","","1577","1141","","6931","5367",""
"06.08.2019 04:30 - 06.08.2019 04:45","0","0","","1550","1078","","6955","5331",""
"06.08.2019 04:45 - 06.08.2019 05:00","0","0","","1528","1040","","6973","5259",""
"06.08.2019 05:00 - 06.08.2019 05:15","0","0","","1499","933","","6980","5320",""
"06.08.2019 05:15 - 06.08.2019 05:30","0","0","","1471","886","","6879","5290",""
"06.08.2019 05:30 - 06.08.2019 05:45","7","2","","1447","837","","6773","5346",""
"06.08.2019 05:45 - 06.08.2019 06:00","57","46","","1418","809","","6677","5255",""
"06.08.2019 06:00 - 06.08.2019 06:15","188","220","","1408","792","","6571","5168",""
"06.08.2019 06:15 - 06.08.2019 06:30","417","467","","1403","755","","6433","5095",""
"06.08.2019 06:30 - 06.08.2019 06:45","759","826","","1399","694","","6288","5115",""
"06.08.2019 06:45 - 06.08.2019 07:00","1304","1338","","1394","681","","6140","5106",""
"06.08.2019 07:00 - 06.08.2019 07:15","1972","1973","","1401","656","","5989","4920",""
"06.08.2019 07:15 - 06.08.2019 07:30","2723","2668","","1426","649","","5815","4597",""
"06.08.2019 07:30 - 06.08.2019 07:45","3583","3556","","1453","621","","5641","4487",""
"06.08.2019 07:45 - 06.08.2019 08:00","4512","4513","","1476","660","","5480","4326",""
"06.08.2019 08:00 - 06.08.2019 08:15","5527","5597","","1504","705","","5317","4186",""
"06.08.2019 08:15 - 06.08.2019 08:30","6588","6610","","1550","767","","5225","4140",""
"06.08.2019 08:30 - 06.08.2019 08:45","7701","7667","","1593","831","","5136","4096",""
"06.08.2019 08:45 - 06.08.2019 09:00","8820","8709","","1638","897","","5049","4050",""
"06.08.2019 09:00 - 06.08.2019 09:15","9956","9765","","1678","963","","4912","4034",""
"06.08.2019 09:15 - 06.08.2019 09:30","11105","10825","","1715","1047","","4953","4122",""
"06.08.2019 09:30 - 06.08.2019 09:45","12234","11846","","1752","1135","","4999","4214",""
"06.08.2019 09:45 - 06.08.2019 10:00","13330","12898","","1790","1224","","5049","4301",""
"06.08.2019 10:00 - 06.08.2019 10:15","14372","13897","","1822","1304","","5128","4423",""
"06.08.2019 10:15 - 06.08.2019 10:30","15363","14799","","1845","1372","","5327","4629",""
"06.08.2019 10:30 - 06.08.2019 10:45","16263","15641","","1871","1443","","5525","4836",""
"06.08.2019 10:45 - 06.08.2019 11:00","17082","16419","","1892","1513","","5726","5049",""
"06.08.2019 11:00 - 06.08.2019 11:15","17813","17154","","1923","1577","","5923","5268",""
"06.08.2019 11:15 - 06.08.2019 11:30","18444","17730","","1958","1623","","6078","5527",""
"06.08.2019 11:30 - 06.08.2019 11:45","18955","18214","","1994","1671","","6233","5782",""
"06.08.2019 11:45 - 06.08.2019 12:00","19388","18641","","2031","1719","","6387","6039",""
"06.08.2019 12:00 - 06.08.2019 12:15","19742","19015","","2066","1756","","6532","6274",""
"06.08.2019 12:15 - 06.08.2019 12:30","20013","19296","","2074","1745","","6638","6474",""
"06.08.2019 12:30 - 06.08.2019 12:45","20144","19455","","2089","1735","","6748","6682",""
"06.08.2019 12:45 - 06.08.2019 13:00","20176","19498","","2100","1730","","6860","6882",""
"06.08.2019 13:00 - 06.08.2019 13:15","20130","19460","","2110","1732","","6967","7078",""
"06.08.2019 13:15 - 06.08.2019 13:30","20018","19378","","2139","1748","","7046","7243",""
"06.08.2019 13:30 - 06.08.2019 13:45","19829","19221","","2163","1771","","7134","7404",""
"06.08.2019 13:45 - 06.08.2019 14:00","19561","18972","","2186","1786","","7223","7574",""
"06.08.2019 14:00 - 06.08.2019 14:15","19239","18817","","2206","1981","","7308","7688",""
"06.08.2019 14:15 - 06.08.2019 14:30","18873","18454","","2193","1972","","7161","7635",""
"06.08.2019 14:30 - 06.08.2019 14:45","18391","17988","","2174","1966","","7020","7582",""
"06.08.2019 14:45 - 06.08.2019 15:00","17873","17484","","2155","1959","","6881","7528",""
"06.08.2019 15:00 - 06.08.2019 15:15","17305","16936","","2137","1952","","6738","7511",""
"06.08.2019 15:15 - 06.08.2019 15:30","16637","16314","","2081","1954","","6630","7410",""
"06.08.2019 15:30 - 06.08.2019 15:45","15888","15598","","2023","1952","","6533","7315",""
"06.08.2019 15:45 - 06.08.2019 16:00","15049","14791","","1969","1954","","6430","7216",""
"06.08.2019 16:00 - 06.08.2019 16:15","14163","13968","","1914","1948","","6323","7131",""
"06.08.2019 16:15 - 06.08.2019 16:30","13252","13103","","1872","1908","","6148","7026",""
"06.08.2019 16:30 - 06.08.2019 16:45","12305","12176","","1833","1864","","5965","6929",""
"06.08.2019 16:45 - 06.08.2019 17:00","11316","11219","","1791","1817","","5787","6836",""
"06.08.2019 17:00 - 06.08.2019 17:15","10310","10243","","1747","1772","","5608","6730",""
"06.08.2019 17:15 - 06.08.2019 17:30","9293","9259","","1694","1717","","5339","6499",""
"06.08.2019 17:30 - 06.08.2019 17:45","8261","8260","","1640","1658","","5071","6280",""
"06.08.2019 17:45 - 06.08.2019 18:00","7250","7273","","1590","1600","","4804","6055",""
"06.08.2019 18:00 - 06.08.2019 18:15","6261","6309","","1529","1549","","4547","5813",""
"06.08.2019 18:15 - 06.08.2019 18:30","5329","5386","","1457","1514","","4336","5482",""
"06.08.2019 18:30 - 06.08.2019 18:45","4457","4509","","1383","1480","","4123","5146",""
"06.08.2019 18:45 - 06.08.2019 19:00","3645","3686","","1311","1442","","3917","4812",""
"06.08.2019 19:00 - 06.08.2019 19:15","2890","2918","","1238","1399","","3715","4466",""
"06.08.2019 19:15 - 06.08.2019 19:30","2192","2209","","1180","1324","","3540","4190",""
"06.08.2019 19:30 - 06.08.2019 19:45","1563","1573","","1120","1255","","3363","3906",""
"06.08.2019 19:45 - 06.08.2019 20:00","1057","1066","","1066","1184","","3179","3631",""
"06.08.2019 20:00 - 06.08.2019 20:15","642","645","","1013","1126","","3015","3360",""
"06.08.2019 20:15 - 06.08.2019 20:30","342","340","","971","1108","","2958","3227",""
"06.08.2019 20:30 - 06.08.2019 20:45","139","132","","930","1087","","2897","3104",""
"06.08.2019 20:45 - 06.08.2019 21:00","37","32","","889","1067","","2832","2981",""
"06.08.2019 21:00 - 06.08.2019 21:15","3","3","","855","1049","","2771","2782",""
"06.08.2019 21:15 - 06.08.2019 21:30","0","0","","832","1034","","2783","2744",""
"06.08.2019 21:30 - 06.08.2019 21:45","0","0","","809","1020","","2793","2713",""
"06.08.2019 21:45 - 06.08.2019 22:00","0","0","","791","1004","","2802","2687",""
"06.08.2019 22:00 - 06.08.2019 22:15","0","0","","774","996","","2828","2658",""
"06.08.2019 22:15 - 06.08.2019 22:30","0","0","","765","1006","","2936","2689",""
"06.08.2019 22:30 - 06.08.2019 22:45","0","0","","756","1010","","3038","2728",""
"06.08.2019 22:45 - 06.08.2019 23:00","0","0","","749","1019","","3135","2759",""
"06.08.2019 23:00 - 06.08.2019 23:15","0","0","","745","1037","","3231","2791",""
"06.08.2019 23:15 - 06.08.2019 23:30","0","0","","779","1094","","3272","2869",""
"06.08.2019 23:30 - 06.08.2019 23:45","0","0","","810","1150","","3309","2938",""
"06.08.2019 23:45 - 07.08.2019 00:00","0","0","","838","1207","","3352","3014",""
"07.08.2019 00:00 - 07.08.2019 00:15","0","0","","1480","1024","","3374","3148",""
"07.08.2019 00:15 - 07.08.2019 00:30","0","0","","1532","1052","","3456","3238",""
"07.08.2019 00:30 - 07.08.2019 00:45","0","0","","1586","1044","","3531","3313",""
"07.08.2019 00:45 - 07.08.2019 01:00","0","0","","1641","1052","","3605","3436",""
"07.08.2019 01:00 - 07.08.2019 01:15","0","0","","1696","1146","","3693","3500",""
"07.08.2019 01:15 - 07.08.2019 01:30","0","0","","1763","1241","","3851","3451",""
"07.08.2019 01:30 - 07.08.2019 01:45","0","0","","1827","1208","","4013","3607",""
"07.08.2019 01:45 - 07.08.2019 02:00","0","0","","1894","1252","","4173","3617",""
"07.08.2019 02:00 - 07.08.2019 02:15","0","0","","1960","1320","","4353","3702",""
"07.08.2019 02:15 - 07.08.2019 02:30","0","0","","2006","1426","","4435","3695",""
"07.08.2019 02:30 - 07.08.2019 02:45","0","0","","2049","1528","","4515","3738",""
"07.08.2019 02:45 - 07.08.2019 03:00","0","0","","2099","1613","","4587","3701",""
"07.08.2019 03:00 - 07.08.2019 03:15","0","0","","2148","1699","","4611","3732",""
"07.08.2019 03:15 - 07.08.2019 03:30","0","0","","2187","1790","","4658","3762",""
"07.08.2019 03:30 - 07.08.2019 03:45","0","0","","2229","1862","","4706","4000",""
"07.08.2019 03:45 - 07.08.2019 04:00","0","0","","2272","1920","","4755","4069",""
"07.08.2019 04:00 - 07.08.2019 04:15","0","0","","2311","1981","","4788","4191",""
"07.08.2019 04:15 - 07.08.2019 04:30","0","0","","2346","2003","","4810","4263",""
"07.08.2019 04:30 - 07.08.2019 04:45","0","0","","2382","2048","","4832","4454",""
"07.08.2019 04:45 - 07.08.2019 05:00","0","0","","2420","2110","","4856","4487",""
"07.08.2019 05:00 - 07.08.2019 05:15","0","0","","2433","2139","","4885","4588",""
"07.08.2019 05:15 - 07.08.2019 05:30","0","0","","2396","2163","","4827","4398",""
"07.08.2019 05:30 - 07.08.2019 05:45","5","1","","2362","2105","","4770","4367",""
"07.08.2019 05:45 - 07.08.2019 06:00","64","26","","2325","2040","","4709","4531",""
"07.08.2019 06:00 - 07.08.2019 06:15","178","141","","2305","2039","","4611","4749",""
"07.08.2019 06:15 - 07.08.2019 06:30","378","312","","2296","2054","","4524","4657",""
"07.08.2019 06:30 - 07.08.2019 06:45","674","572","","2285","2016","","4433","4900",""
"07.08.2019 06:45 - 07.08.2019 07:00","1111","928","","2272","1960","","4344","5053",""
"07.08.2019 07:00 - 07.08.2019 07:15","1649","1384","","2254","1974","","4257","4846",""
"07.08.2019 07:15 - 07.08.2019 07:30","2258","1884","","2230","1863","","4114","4650",""
"07.08.2019 07:30 - 07.08.2019 07:45","2948","2562","","2210","1740","","3972","4837",""
"07.08.2019 07:45 - 07.08.2019 08:00","3680","3224","","2189","1709","","3829","4756",""
"07.08.2019 08:00 - 07.08.2019 08:15","4463","3889","","2163","1671","","3704","4688",""
"07.08.2019 08:15 - 07.08.2019 08:30","5239","4515","","2143","1638","","3634","4637",""
"07.08.2019 08:30 - 07.08.2019 08:45","6031","5166","","2121","1606","","3564","4591",""
"07.08.2019 08:45 - 07.08.2019 09:00","6795","5797","","2102","1575","","3492","4550",""
"07.08.2019 09:00 - 07.08.2019 09:15","7534","6389","","2088","1551","","3410","4552",""
"07.08.2019 09:15 - 07.08.2019 09:30","8221","6964","","2090","1532","","3498","4676",""
"07.08.2019 09:30 - 07.08.2019 09:45","8845","7497","","2095","1519","","3588","4805",""
"07.08.2019 09:45 - 07.08.2019 10:00","9384","7992","","2101","1503","","3688","4935",""
"07.08.2019 10:00 - 07.08.2019 10:15","9867","8447","","2105","1492","","3803","5089",""
"07.08.2019 10:15 - 07.08.2019 10:30","10328","8868","","2117","1503","","3929","5268",""
"07.08.2019 10:30 - 07.08.2019 10:45","10725","9269","","2124","1514","","4063","5449",""
"07.08.2019 10:45 - 07.08.2019 11:00","11057","9597","","2132","1525","","4198","5630",""
"07.08.2019 11:00 - 07.08.2019 11:15","11351","9953","","2143","1538","","4329","5826",""
"07.08.2019 11:15 - 07.08.2019 11:30","11633","10271","","2161","1584","","4529","6025",""
"07.08.2019 11:30 - 07.08.2019 11:45","11843","10546","","2176","1627","","4725","6229",""
"07.08.2019 11:45 - 07.08.2019 12:00","11982","10787","","2194","1674","","4906","6432",""
"07.08.2019 12:00 - 07.08.2019 12:15","12069","11013","","2197","1722","","5093","6643",""
"07.08.2019 12:15 - 07.08.2019 12:30","12092","11176","","2196","1784","","5257","6852",""
"07.08.2019 12:30 - 07.08.2019 12:45","12047","11267","","2189","1843","","5425","7064",""
"07.08.2019 12:45 - 07.08.2019 13:00","11955","11299","","2189","1901","","5590","7273",""
